Date,Ter_N,Sp_N,Sp,Time,T_lizard,T_sub,T_air,Delta_Time,Time_initial,N_group,N_total,Sub_type,N_ser,Group,Season
NA,A,534.0,D.armeniaca,1899-12-31 16:53:00,17.7,16.3,17.6,17,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:54:00,18,17.9,17.6,18,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 16:55:00,17.1,16,17.6,19,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:55:00,17.1,16,17.6,19,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:55:00,17.8,17.7,17.6,19,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 16:56:00,17.2,16.1,17.6,20,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:56:00,17.1,16.1,17.6,20,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:56:00,17.9,17.8,17.6,20,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 16:57:00,17,16.1,17.6,21,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:57:00,16.9,16.1,17.6,21,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:57:00,17.8,17.7,17.6,21,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 16:58:00,17.4,16.6,17.5,22,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:58:00,17.4,16.6,17.5,22,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:58:00,18,18,17.5,22,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 16:59:00,17.1,16.3,17.5,23,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:59:00,17,16.3,17.5,23,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:59:00,17.8,17.7,17.5,23,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:00:00,17.3,16.4,17.5,24,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:00:00,17.2,16.4,17.5,24,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:00:00,18.1,18,17.5,24,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:01:00,17,16.2,17.6,25,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:01:00,17,16.2,17.6,25,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:01:00,17.6,17.5,17.6,25,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:02:00,16.9,16.1,17.6,26,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:02:00,16.8,16.1,17.6,26,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:02:00,17.8,17.8,17.6,26,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:03:00,16.9,16.2,17.6,27,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:03:00,16.8,16.2,17.6,27,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:03:00,17.9,17.7,17.6,27,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:04:00,16.8,16.1,17.4,28,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:04:00,16.7,16.1,17.4,28,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:04:00,17.6,17.6,17.4,28,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:05:00,16.9,16.1,17.3,29,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:05:00,16.7,16.1,17.3,29,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:05:00,17.7,17.7,17.3,29,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:06:00,16.5,15.7,17.3,30,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:06:00,16.2,15.7,17.3,30,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:06:00,17.6,17.6,17.3,30,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:08:00,16.6,15.7,17.2,32,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:08:00,16.4,15.7,17.2,32,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:08:00,17.5,17.5,17.2,32,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:09:00,16.7,16.1,17.3,33,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:09:00,16.5,16.1,17.3,33,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:09:00,17.7,17.7,17.3,33,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:10:00,16.3,15.7,17.3,34,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:10:00,16.1,15.7,17.3,34,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:10:00,17.5,17.5,17.3,34,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:11:00,16.3,15.9,17.4,35,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:11:00,16.2,15.9,17.4,35,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:11:00,17.6,17.5,17.4,35,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:12:00,16.3,15.7,17.2,36,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:12:00,16.1,15.7,17.2,36,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:12:00,17.6,17.5,17.2,36,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:14:00,16.4,15.8,17.2,38,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:14:00,16.3,15.8,17.2,38,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:14:00,17.4,17.3,17.2,38,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:16:00,16.4,15.6,17.1,40,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:16:00,16.2,15.6,17.1,40,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:16:00,17.1,17.1,17.1,40,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:18:00,16.1,15.8,17,42,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:18:00,15.9,15.8,17,42,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:18:00,17.1,17.1,17,42,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 17:20:00,16.2,15.5,17,44,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:20:00,16.1,15.5,17,44,1899-12-31 16:36:00,2,7,gravel,v,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:20:00,17,16.9,17,44,1899-12-31 16:36:00,1,7,gravel,v,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:29:00,13.7,13.1,14.2,29,1899-12-31 12:00:00,1,7,gravel,NA,F,autumn
NA,A,424.0,D.armeniaca,1899-12-31 12:30:00,14.7,14.4,14.2,30,1899-12-31 12:00:00,1,7,gravel,NA,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 12:31:00,13.9,13.4,13.8,31,1899-12-31 12:00:00,1,7,gravel,NA,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 14:13:00,29.6,26.7,16.2,5,1899-12-31 14:08:00,1,7,rock,NA,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 14:28:00,15.7,14.7,14.6,20,1899-12-31 14:08:00,1,7,gravel,NA,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 14:32:00,14.9,14.4,14.7,24,1899-12-31 14:08:00,1,7,gravel,NA,F,autumn
44510.0,A,133+50,D.armeniaca,1899-12-31 12:49:00,27.6,24.6,15,2,1899-12-31 12:47:00,1,7,rock,NA,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 12:50:00,25.4,23.4,15,3,1899-12-31 12:47:00,1,7,rock,NA,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:52:00,20.2,13.1,13.4,5,1899-12-31 12:47:00,1,7,gravel,NA,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:52:00,22.2,13.5,13.4,5,1899-12-31 12:47:00,1,7,gravel,NA,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:54:00,20.6,13.4,13.3,7,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:54:00,19.8,13.4,13.3,7,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:55:00,19.9,13.4,13.8,8,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:55:00,18.8,13.4,13.8,8,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 12:55:00,16.7,13.2,14.1,8,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:56:00,19.1,13.7,13.3,9,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:56:00,17.9,13.7,13.3,9,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 12:56:00,15.4,13.4,13.5,9,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:58:00,18,13.5,13.3,11,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:58:00,17.4,13.5,13.3,11,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 12:58:00,14.6,12.8,13.8,11,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:59:00,17.5,13.7,13.2,12,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:59:00,16.7,13.7,13.2,12,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 12:59:00,14.3,13.1,13.8,12,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:00:00,16.7,13.8,13.2,13,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:00:00,16.2,13.8,13.2,13,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:00:00,14.1,13.2,13.5,13,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:01:00,16,13.6,13.1,14,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:01:00,15.3,13.6,13.1,14,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:01:00,13.3,12.7,13.6,14,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:02:00,15.3,13.5,13.1,15,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:02:00,14.8,13.5,13.1,15,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:02:00,13,12.6,13.4,15,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:03:00,14.8,13.2,13.1,16,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:03:00,14.5,13.2,13.1,16,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:03:00,12.8,12.4,13.4,16,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:04:00,14.7,13.3,13.3,17,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:04:00,14.3,13.3,13.3,17,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:04:00,13,12.5,13.5,17,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:05:00,14.7,13.5,13.4,18,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:05:00,14.3,13.5,13.4,18,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:05:00,12.9,12.4,13.5,18,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:06:00,14.1,13.2,13.1,19,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:06:00,13.7,13.2,13.1,19,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:06:00,12.7,12.3,13.3,19,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:07:00,14,13.3,13.1,20,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:07:00,13.8,13.3,13.1,20,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:07:00,12.6,12.3,13.4,20,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:08:00,13.9,13.1,13.1,21,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:08:00,13.6,13.1,13.1,21,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:08:00,12.5,12.2,13.3,21,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:10:00,13.7,13.1,13.3,23,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:10:00,13.3,13.1,13.3,23,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:10:00,12.4,12.1,13.4,23,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:11:00,13.5,13.1,13.2,24,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:11:00,13.3,13.1,13.2,24,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:11:00,12.6,12.3,13.4,24,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:12:00,13.5,13.2,13.3,25,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:12:00,13.3,13.2,13.3,25,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:12:00,12.6,12.4,13.4,25,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:13:00,12.9,12.6,13.3,26,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:13:00,12.8,12.6,13.3,26,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:13:00,12,11.8,13.4,26,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:14:00,12.7,12.5,13.2,27,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:14:00,12.6,12.5,13.2,27,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:14:00,12.1,11.9,13,27,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:16:00,12.8,12.5,13.2,29,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:16:00,12.6,12.5,13.2,29,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:16:00,12.1,11.9,13,29,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:18:00,12.6,12.4,13.2,31,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:18:00,12.5,12.4,13.2,31,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:18:00,11.8,11.6,13.2,31,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:20:00,12.6,12.5,13.4,33,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:20:00,12.5,12.5,13.4,33,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:20:00,11.7,11.6,13.3,33,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:22:00,12.7,12.6,13.2,35,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:22:00,12.6,12.6,13.2,35,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:22:00,11.7,11.6,13.1,35,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:23:00,12.6,12.6,13.2,36,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:23:00,12.6,12.6,13.2,36,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:23:00,11.8,11.7,13.2,36,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:25:00,12.3,12.3,13.3,38,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:25:00,12.3,12.3,13.3,38,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:25:00,11.4,11.4,13.2,38,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 13:27:00,12.8,12.7,13.1,40,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 13:27:00,12.6,12.7,13.1,40,1899-12-31 12:47:00,2,7,gravel,vi,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:27:00,11.8,11.8,13,40,1899-12-31 12:47:00,1,7,gravel,vi,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:28:00,15.1,14.7,14.4,2,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:28:00,15,14.7,14.4,2,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 16:28:00,15.1,14.7,14.4,2,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 16:28:00,25.3,14.7,14.5,2,1899-12-31 16:26:00,1,7,gravel,vii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:30:00,15.1,14.7,14.3,4,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 16:30:00,15,14.7,14.3,4,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:30:00,15,14.7,14.3,4,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,424.0,D.armeniaca,1899-12-31 16:32:00,14.9,14.7,14.4,6,1899-12-31 16:26:00,1,7,gravel,vii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:34:00,14.6,14.4,14.3,8,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 16:34:00,14.6,14.4,14.3,8,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:34:00,14.6,14.4,14.3,8,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,424.0,D.armeniaca,1899-12-31 16:34:00,15,14.8,14.4,8,1899-12-31 16:26:00,1,7,gravel,vii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:35:00,14.9,14.6,14.3,9,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 16:35:00,14.9,14.6,14.3,9,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:35:00,14.8,14.6,14.3,9,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,424.0,D.armeniaca,1899-12-31 16:35:00,14.9,14.6,14.5,9,1899-12-31 16:26:00,1,7,gravel,vii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:36:00,14.7,14.5,14.3,10,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 16:36:00,14.7,14.5,14.3,10,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:36:00,14.7,14.5,14.3,10,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,424.0,D.armeniaca,1899-12-31 16:36:00,14.6,14.5,14.4,10,1899-12-31 16:26:00,1,7,gravel,vii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:38:00,14.6,14.5,14.2,12,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 16:38:00,14.5,14.5,14.2,12,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:38:00,14.5,14.5,14.2,12,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,424.0,D.armeniaca,1899-12-31 16:38:00,14.6,14.4,14.4,12,1899-12-31 16:26:00,1,7,gravel,vii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:39:00,14.5,14.3,14.3,13,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 16:39:00,14.5,14.3,14.3,13,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:39:00,14.4,14.3,14.3,13,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,424.0,D.armeniaca,1899-12-31 16:39:00,14.3,14.2,14.4,13,1899-12-31 16:26:00,1,7,gravel,vii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:40:00,14.4,14.2,14.2,14,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 16:40:00,14.4,14.2,14.2,14,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:40:00,14.3,14.2,14.2,14,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,424.0,D.armeniaca,1899-12-31 16:41:00,14.3,14.2,14.4,15,1899-12-31 16:26:00,1,7,gravel,vii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 16:42:00,14.3,14.2,14,16,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 16:42:00,14.3,14.2,14,16,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 16:42:00,14.2,14.2,14,16,1899-12-31 16:26:00,3,7,gravel,vii,T,autumn
NA,A,424.0,D.armeniaca,1899-12-31 16:42:00,14.3,14.2,14.3,16,1899-12-31 16:26:00,1,7,gravel,vii,F,autumn
