Date,Ter_N,Sp_N,Sp,Time,T_lizard,T_sub,T_air,Delta_Time,Time_initial,N_group,N_total,Sub_type,N_ser,Group,Season
NA,A,1555.0,D.armeniaca,1899-12-31 14:40:00,18.9,18.2,19.7,38,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:40:00,18.7,18.2,19.7,38,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,125.0,D.armeniaca,1899-12-31 14:41:00,18.7,18.1,19.7,39,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,1555.0,D.armeniaca,1899-12-31 14:41:00,19,18.1,19.7,39,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:41:00,18.7,18.1,19.7,39,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,125.0,D.armeniaca,1899-12-31 14:42:00,18.8,18.1,19.7,40,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,1555.0,D.armeniaca,1899-12-31 14:42:00,19,18.1,19.7,40,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:42:00,18.8,18.1,19.7,40,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,125.0,D.armeniaca,1899-12-31 14:43:00,18.8,18,19.8,41,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,1555.0,D.armeniaca,1899-12-31 14:43:00,18.9,18,19.8,41,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:43:00,18.6,18,19.8,41,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,125.0,D.armeniaca,1899-12-31 14:44:00,18.5,17.8,19.7,42,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,1555.0,D.armeniaca,1899-12-31 14:44:00,18.7,17.8,19.7,42,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:44:00,18.4,17.8,19.7,42,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,125.0,D.armeniaca,1899-12-31 14:45:00,18.7,18,19.8,43,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,1555.0,D.armeniaca,1899-12-31 14:45:00,18.8,18,19.8,43,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:45:00,18.6,18,19.8,43,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,125.0,D.armeniaca,1899-12-31 14:46:00,18.7,17.9,19.7,44,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,1555.0,D.armeniaca,1899-12-31 14:46:00,18.7,17.9,19.7,44,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:46:00,18.4,17.9,19.7,44,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,125.0,D.armeniaca,1899-12-31 14:47:00,18.6,18,19.7,45,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,1555.0,D.armeniaca,1899-12-31 14:47:00,18.7,18,19.7,45,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:47:00,18.5,18,19.7,45,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,125.0,D.armeniaca,1899-12-31 14:48:00,18.2,17.5,19.6,46,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,1555.0,D.armeniaca,1899-12-31 14:48:00,18.4,17.5,19.6,46,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:48:00,18.1,17.5,19.6,46,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,125.0,D.armeniaca,1899-12-31 14:49:00,17.8,17,19.7,47,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,1555.0,D.armeniaca,1899-12-31 14:49:00,18,17,19.7,47,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:49:00,17.6,17,19.7,47,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,125.0,D.armeniaca,1899-12-31 14:50:00,18.5,17.8,19.7,48,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,1555.0,D.armeniaca,1899-12-31 14:50:00,18.7,17.8,19.7,48,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,A,531.0,D.armeniaca,1899-12-31 14:50:00,18.4,17.8,19.7,48,1899-12-31 14:02:00,3,9,gravel,xv,T,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:16:00,23.9,22.1,22.3,9,1899-12-31 18:07:00,2,7,gravel,NA,T,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:16:00,23.9,22.1,22.3,9,1899-12-31 18:07:00,2,7,gravel,NA,T,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:20:00,22.6,21.1,21.1,13,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:21:00,22.5,21.1,21.8,14,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:22:00,22.2,20.9,21.8,15,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:23:00,22.5,21.3,21.9,16,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:24:00,22.4,21,21.9,17,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:25:00,22,21.1,21.8,18,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:26:00,21.6,20.7,21.5,19,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:27:00,22,21,21.5,20,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:28:00,21.5,20.5,21.6,21,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:29:00,21.4,20.6,21.8,22,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:30:00,21.3,20.4,21.4,23,1899-12-31 18:07:00,1,7,gravel,NA,F,spring
44677.0,C,534.0,D.armeniaca,1899-12-31 18:13:00,32.2,30.8,28.6,2,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:14:00,32.1,30.6,29.4,3,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,114.0,D.armeniaca,1899-12-31 18:15:00,32.1,30.2,29.3,4,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,1033.0,D.armeniaca,1899-12-31 18:15:00,30,28.2,28.1,4,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,1033.0,D.armeniaca,1899-12-31 18:16:00,29.8,28.5,28,5,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,1033.0,D.armeniaca,1899-12-31 18:17:00,29.9,28.1,28,6,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,1033.0,D.armeniaca,1899-12-31 18:19:00,29.7,27.8,27.6,8,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:20:00,29.3,28.4,28.3,9,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:21:00,28.8,28,28.4,10,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:22:00,30.5,29.2,28.3,11,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:23:00,29.8,28.7,28.3,12,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:23:00,29.3,29.1,28.3,12,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:24:00,29.5,28.5,28.4,13,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,424.0,D.armeniaca,1899-12-31 18:24:00,29,28.8,28.4,13,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:25:00,29.2,28.3,28.3,14,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:26:00,29,28.5,28.2,15,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:27:00,28.8,28.4,27.9,16,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:28:00,28.5,28.2,28.1,17,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:29:00,28.7,28.4,27.8,18,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
NA,C,534.0,D.armeniaca,1899-12-31 18:30:00,28.5,28.2,28,19,1899-12-31 18:11:00,1,6,gravel,NA,F,spring
44678.0,NA,531.0,D.armeniaca,1899-12-31 13:25:00,33.5,33,23.3,2,1899-12-31 13:23:00,1,7,rock,NA,F,spring
NA,NA,531.0,D.armeniaca,1899-12-31 13:26:00,32.3,32,23.3,3,1899-12-31 13:23:00,1,7,rock,NA,F,spring
NA,NA,502.0,D.armeniaca,1899-12-31 13:27:00,28.1,22.4,22,4,1899-12-31 13:23:00,1,7,gravel,NA,F,spring
NA,NA,531.0,D.armeniaca,1899-12-31 13:28:00,30.4,30.5,24.6,5,1899-12-31 13:23:00,1,7,rock,NA,F,spring
NA,NA,531.0,D.armeniaca,1899-12-31 13:30:00,29.8,30.2,24,7,1899-12-31 13:23:00,1,7,rock,NA,F,spring
NA,NA,502.0,D.armeniaca,1899-12-31 13:32:00,24.2,21.4,22,9,1899-12-31 13:23:00,1,7,gravel,NA,F,spring
NA,NA,531.0,D.armeniaca,1899-12-31 13:33:00,27.6,22.5,22.3,10,1899-12-31 13:23:00,1,7,gravel,NA,F,spring
NA,NA,531.0,D.armeniaca,1899-12-31 13:35:00,26.3,22.5,21.8,12,1899-12-31 13:23:00,1,7,gravel,NA,F,spring
NA,NA,531.0,D.armeniaca,1899-12-31 13:36:00,25.6,21.6,22.1,13,1899-12-31 13:23:00,1,7,gravel,NA,F,spring
NA,NA,4424.0,D.armeniaca,1899-12-31 13:38:00,27.7,29.3,23.4,15,1899-12-31 13:23:00,1,7,rock,NA,F,spring
NA,NA,4424.0,D.armeniaca,1899-12-31 13:43:00,26.4,28.4,23.2,20,1899-12-31 13:23:00,1,7,rock,NA,F,spring
NA,NA,4424.0,D.armeniaca,1899-12-31 13:45:00,26.5,28.1,23.3,22,1899-12-31 13:23:00,1,7,rock,NA,F,spring
NA,NA,531.0,D.armeniaca,1899-12-31 13:50:00,22.2,21.2,21.7,27,1899-12-31 13:23:00,1,7,gravel,NA,F,spring
